school_year,semester,class_id,course_id,teacher_id,student_anon_id,score_val,exam_type
2025-2026,秋,CT002-26,数学,T002,S-T002-037,37,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-038,69,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-039,98,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-040,68,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-041,38,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-042,57,期末
2025-2026,秋,CT002-26,数学,T002,S-T002-043,92,期末
2023-2024,春,CT003-24,语文,T003,S-T003-000,60,期末
2023-2024,春,CT003-24,语文,T003,S-T003-001,79,期末
2023-2024,春,CT003-24,语文,T003,S-T003-002,48,期末
2023-2024,春,CT003-24,语文,T003,S-T003-003,45,期末
2023-2024,春,CT003-24,语文,T003,S-T003-004,44,期末
2023-2024,春,CT003-24,语文,T003,S-T003-005,82,期末
2023-2024,春,CT003-24,语文,T003,S-T003-006,94,期末
2023-2024,春,CT003-24,语文,T003,S-T003-007,80,期末
2023-2024,春,CT003-24,语文,T003,S-T003-008,52,期末
2023-2024,春,CT003-24,语文,T003,S-T003-009,84,期末
2023-2024,春,CT003-24,语文,T003,S-T003-010,86,期末
2023-2024,春,CT003-24,语文,T003,S-T003-011,90,期末
2023-2024,春,CT003-24,语文,T003,S-T003-012,55,期末
2023-2024,春,CT003-24,语文,T003,S-T003-013,69,期末
2023-2024,春,CT003-24,语文,T003,S-T003-014,62,期末
2023-2024,春,CT003-24,语文,T003,S-T003-015,97,期末
2023-2024,春,CT003-24,语文,T003,S-T003-016,66,期末
2023-2024,春,CT003-24,语文,T003,S-T003-017,44,期末
2023-2024,春,CT003-24,语文,T003,S-T003-018,89,期末
2023-2024,春,CT003-24,语文,T003,S-T003-019,69,期末
2023-2024,春,CT003-24,语文,T003,S-T003-020,69,期末
2023-2024,春,CT003-24,语文,T003,S-T003-021,76,期末
2023-2024,春,CT003-24,语文,T003,S-T003-022,85,期末
2023-2024,春,CT003-24,语文,T003,S-T003-023,57,期末
2023-2024,春,CT003-24,语文,T003,S-T003-024,94,期末
2023-2024,春,CT003-24,语文,T003,S-T003-025,80,期末
2023-2024,春,CT003-24,语文,T003,S-T003-026,58,期末
2023-2024,春,CT003-24,语文,T003,S-T003-027,57,期末
2023-2024,春,CT003-24,语文,T003,S-T003-028,99,期末
2023-2024,春,CT003-24,语文,T003,S-T003-029,100,期末
2023-2024,春,CT003-24,语文,T003,S-T003-030,39,期末
2023-2024,春,CT003-24,语文,T003,S-T003-031,53,期末
2023-2024,春,CT003-24,语文,T003,S-T003-032,66,期末
2023-2024,春,CT003-24,语文,T003,S-T003-033,52,期末
2023-2024,春,CT003-24,语文,T003,S-T003-034,44,期末
2023-2024,春,CT003-24,语文,T003,S-T003-035,79,期末
2023-2024,春,CT003-24,语文,T003,S-T003-036,31,期末
2023-2024,春,CT003-24,语文,T003,S-T003-037,63,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-000,83,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-001,75,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-002,96,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-003,35,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-004,65,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-005,42,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-006,37,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-007,97,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-008,89,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-009,44,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-010,60,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-011,44,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-012,51,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-013,64,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-014,82,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-015,39,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-016,43,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-017,44,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-018,36,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-019,57,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-020,75,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-021,82,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-022,78,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-023,85,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-024,96,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-025,54,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-026,31,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-027,53,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-028,78,期末
2023-2024,秋,CT003-24,语文,T003,S-T003-029,37,期末
2024-2025,春,CT003-25,语文,T003,S-T003-000,41,期末
2024-2025,春,CT003-25,语文,T003,S-T003-001,72,期末
2024-2025,春,CT003-25,语文,T003,S-T003-002,51,期末
2024-2025,春,CT003-25,语文,T003,S-T003-003,54,期末
2024-2025,春,CT003-25,语文,T003,S-T003-004,56,期末
2024-2025,春,CT003-25,语文,T003,S-T003-005,66,期末
2024-2025,春,CT003-25,语文,T003,S-T003-006,50,期末
2024-2025,春,CT003-25,语文,T003,S-T003-007,88,期末
2024-2025,春,CT003-25,语文,T003,S-T003-008,83,期末
2024-2025,春,CT003-25,语文,T003,S-T003-009,32,期末
2024-2025,春,CT003-25,语文,T003,S-T003-010,40,期末
2024-2025,春,CT003-25,语文,T003,S-T003-011,35,期末
2024-2025,春,CT003-25,语文,T003,S-T003-012,94,期末
2024-2025,春,CT003-25,语文,T003,S-T003-013,41,期末
2024-2025,春,CT003-25,语文,T003,S-T003-014,77,期末
2024-2025,春,CT003-25,语文,T003,S-T003-015,38,期末
2024-2025,春,CT003-25,语文,T003,S-T003-016,45,期末
2024-2025,春,CT003-25,语文,T003,S-T003-017,39,期末
2024-2025,春,CT003-25,语文,T003,S-T003-018,40,期末
2024-2025,春,CT003-25,语文,T003,S-T003-019,44,期末
2024-2025,春,CT003-25,语文,T003,S-T003-020,34,期末
2024-2025,春,CT003-25,语文,T003,S-T003-021,37,期末
2024-2025,春,CT003-25,语文,T003,S-T003-022,53,期末
2024-2025,春,CT003-25,语文,T003,S-T003-023,42,期末
2024-2025,春,CT003-25,语文,T003,S-T003-024,55,期末
2024-2025,春,CT003-25,语文,T003,S-T003-025,65,期末
2024-2025,春,CT003-25,语文,T003,S-T003-026,30,期末
2024-2025,春,CT003-25,语文,T003,S-T003-027,67,期末
2024-2025,春,CT003-25,语文,T003,S-T003-028,76,期末
2024-2025,春,CT003-25,语文,T003,S-T003-029,100,期末
2024-2025,春,CT003-25,语文,T003,S-T003-030,33,期末
2024-2025,春,CT003-25,语文,T003,S-T003-031,45,期末
2024-2025,春,CT003-25,语文,T003,S-T003-032,95,期末
2024-2025,春,CT003-25,语文,T003,S-T003-033,99,期末
2024-2025,春,CT003-25,语文,T003,S-T003-034,64,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-000,44,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-001,39,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-002,33,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-003,62,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-004,91,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-005,75,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-006,34,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-007,83,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-008,53,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-009,47,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-010,69,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-011,50,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-012,91,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-013,38,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-014,83,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-015,88,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-016,57,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-017,83,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-018,82,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-019,77,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-020,67,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-021,56,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-022,73,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-023,49,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-024,31,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-025,37,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-026,55,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-027,64,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-028,47,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-029,73,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-030,37,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-031,69,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-032,49,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-033,69,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-034,47,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-035,71,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-036,61,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-037,82,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-038,37,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-039,61,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-040,63,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-041,86,期末
2024-2025,秋,CT003-25,语文,T003,S-T003-042,64,期末
2025-2026,春,CT003-26,语文,T003,S-T003-000,83,期末
2025-2026,春,CT003-26,语文,T003,S-T003-001,66,期末
2025-2026,春,CT003-26,语文,T003,S-T003-002,74,期末
2025-2026,春,CT003-26,语文,T003,S-T003-003,31,期末
2025-2026,春,CT003-26,语文,T003,S-T003-004,59,期末
2025-2026,春,CT003-26,语文,T003,S-T003-005,46,期末
2025-2026,春,CT003-26,语文,T003,S-T003-006,61,期末
2025-2026,春,CT003-26,语文,T003,S-T003-007,90,期末
2025-2026,春,CT003-26,语文,T003,S-T003-008,43,期末
2025-2026,春,CT003-26,语文,T003,S-T003-009,45,期末
2025-2026,春,CT003-26,语文,T003,S-T003-010,44,期末
2025-2026,春,CT003-26,语文,T003,S-T003-011,65,期末
2025-2026,春,CT003-26,语文,T003,S-T003-012,69,期末
2025-2026,春,CT003-26,语文,T003,S-T003-013,77,期末
2025-2026,春,CT003-26,语文,T003,S-T003-014,48,期末
2025-2026,春,CT003-26,语文,T003,S-T003-015,80,期末
2025-2026,春,CT003-26,语文,T003,S-T003-016,98,期末
2025-2026,春,CT003-26,语文,T003,S-T003-017,89,期末
2025-2026,春,CT003-26,语文,T003,S-T003-018,87,期末
2025-2026,春,CT003-26,语文,T003,S-T003-019,67,期末
2025-2026,春,CT003-26,语文,T003,S-T003-020,50,期末
2025-2026,春,CT003-26,语文,T003,S-T003-021,47,期末
2025-2026,春,CT003-26,语文,T003,S-T003-022,36,期末
2025-2026,春,CT003-26,语文,T003,S-T003-023,74,期末
2025-2026,春,CT003-26,语文,T003,S-T003-024,89,期末
2025-2026,春,CT003-26,语文,T003,S-T003-025,66,期末
2025-2026,春,CT003-26,语文,T003,S-T003-026,80,期末
2025-2026,春,CT003-26,语文,T003,S-T003-027,41,期末
2025-2026,春,CT003-26,语文,T003,S-T003-028,51,期末
2025-2026,春,CT003-26,语文,T003,S-T003-029,32,期末
2025-2026,春,CT003-26,语文,T003,S-T003-030,65,期末
2025-2026,春,CT003-26,语文,T003,S-T003-031,66,期末
2025-2026,春,CT003-26,语文,T003,S-T003-032,41,期末
2025-2026,春,CT003-26,语文,T003,S-T003-033,47,期末
2025-2026,春,CT003-26,语文,T003,S-T003-034,95,期末
2025-2026,春,CT003-26,语文,T003,S-T003-035,67,期末
2025-2026,春,CT003-26,语文,T003,S-T003-036,87,期末
2025-2026,春,CT003-26,语文,T003,S-T003-037,53,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-000,78,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-001,41,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-002,92,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-003,90,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-004,66,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-005,95,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-006,77,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-007,87,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-008,54,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-009,49,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-010,47,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-011,77,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-012,77,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-013,39,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-014,41,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-015,69,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-016,85,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-017,100,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-018,32,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-019,36,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-020,89,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-021,83,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-022,80,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-023,48,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-024,63,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-025,99,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-026,65,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-027,87,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-028,88,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-029,73,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-030,33,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-031,67,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-032,97,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-033,79,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-034,85,期末
2025-2026,秋,CT003-26,语文,T003,S-T003-035,31,期末
2023-2024,春,CT004-24,英语,T004,S-T004-000,79,期末
2023-2024,春,CT004-24,英语,T004,S-T004-001,54,期末
2023-2024,春,CT004-24,英语,T004,S-T004-002,76,期末
2023-2024,春,CT004-24,英语,T004,S-T004-003,67,期末
2023-2024,春,CT004-24,英语,T004,S-T004-004,87,期末
2023-2024,春,CT004-24,英语,T004,S-T004-005,84,期末
2023-2024,春,CT004-24,英语,T004,S-T004-006,74,期末
2023-2024,春,CT004-24,英语,T004,S-T004-007,82,期末
2023-2024,春,CT004-24,英语,T004,S-T004-008,62,期末
2023-2024,春,CT004-24,英语,T004,S-T004-009,89,期末
2023-2024,春,CT004-24,英语,T004,S-T004-010,57,期末
2023-2024,春,CT004-24,英语,T004,S-T004-011,87,期末
2023-2024,春,CT004-24,英语,T004,S-T004-012,100,期末
2023-2024,春,CT004-24,英语,T004,S-T004-013,67,期末
2023-2024,春,CT004-24,英语,T004,S-T004-014,80,期末
2023-2024,春,CT004-24,英语,T004,S-T004-015,99,期末
2023-2024,春,CT004-24,英语,T004,S-T004-016,83,期末
2023-2024,春,CT004-24,英语,T004,S-T004-017,66,期末
2023-2024,春,CT004-24,英语,T004,S-T004-018,97,期末
2023-2024,春,CT004-24,英语,T004,S-T004-019,65,期末
2023-2024,春,CT004-24,英语,T004,S-T004-020,79,期末
2023-2024,春,CT004-24,英语,T004,S-T004-021,74,期末
2023-2024,春,CT004-24,英语,T004,S-T004-022,70,期末
2023-2024,春,CT004-24,英语,T004,S-T004-023,100,期末
2023-2024,春,CT004-24,英语,T004,S-T004-024,92,期末
2023-2024,春,CT004-24,英语,T004,S-T004-025,82,期末
2023-2024,春,CT004-24,英语,T004,S-T004-026,69,期末
2023-2024,春,CT004-24,英语,T004,S-T004-027,69,期末
2023-2024,春,CT004-24,英语,T004,S-T004-028,71,期末
2023-2024,春,CT004-24,英语,T004,S-T004-029,64,期末
2023-2024,春,CT004-24,英语,T004,S-T004-030,100,期末
2023-2024,春,CT004-24,英语,T004,S-T004-031,96,期末
2023-2024,春,CT004-24,英语,T004,S-T004-032,88,期末
2023-2024,春,CT004-24,英语,T004,S-T004-033,96,期末
2023-2024,春,CT004-24,英语,T004,S-T004-034,99,期末
2023-2024,春,CT004-24,英语,T004,S-T004-035,100,期末
2023-2024,春,CT004-24,英语,T004,S-T004-036,88,期末
2023-2024,春,CT004-24,英语,T004,S-T004-037,88,期末
2023-2024,春,CT004-24,英语,T004,S-T004-038,77,期末
2023-2024,春,CT004-24,英语,T004,S-T004-039,82,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-000,79,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-001,62,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-002,78,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-003,65,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-004,92,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-005,97,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-006,62,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-007,96,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-008,80,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-009,92,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-010,63,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-011,81,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-012,32,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-013,71,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-014,88,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-015,46,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-016,70,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-017,78,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-018,81,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-019,63,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-020,81,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-021,66,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-022,84,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-023,98,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-024,40,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-025,69,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-026,39,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-027,52,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-028,68,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-029,65,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-030,84,期末
2023-2024,秋,CT004-24,英语,T004,S-T004-031,81,期末
2024-2025,春,CT004-25,英语,T004,S-T004-000,51,期末
2024-2025,春,CT004-25,英语,T004,S-T004-001,93,期末
2024-2025,春,CT004-25,英语,T004,S-T004-002,87,期末
2024-2025,春,CT004-25,英语,T004,S-T004-003,61,期末
2024-2025,春,CT004-25,英语,T004,S-T004-004,71,期末
2024-2025,春,CT004-25,英语,T004,S-T004-005,40,期末
2024-2025,春,CT004-25,英语,T004,S-T004-006,45,期末
2024-2025,春,CT004-25,英语,T004,S-T004-007,68,期末
2024-2025,春,CT004-25,英语,T004,S-T004-008,78,期末
2024-2025,春,CT004-25,英语,T004,S-T004-009,33,期末
2024-2025,春,CT004-25,英语,T004,S-T004-010,94,期末
2024-2025,春,CT004-25,英语,T004,S-T004-011,58,期末
2024-2025,春,CT004-25,英语,T004,S-T004-012,81,期末
2024-2025,春,CT004-25,英语,T004,S-T004-013,49,期末
2024-2025,春,CT004-25,英语,T004,S-T004-014,84,期末
2024-2025,春,CT004-25,英语,T004,S-T004-015,71,期末
2024-2025,春,CT004-25,英语,T004,S-T004-016,54,期末
2024-2025,春,CT004-25,英语,T004,S-T004-017,70,期末
2024-2025,春,CT004-25,英语,T004,S-T004-018,62,期末
2024-2025,春,CT004-25,英语,T004,S-T004-019,75,期末
2024-2025,春,CT004-25,英语,T004,S-T004-020,49,期末
2024-2025,春,CT004-25,英语,T004,S-T004-021,88,期末
2024-2025,春,CT004-25,英语,T004,S-T004-022,75,期末
2024-2025,春,CT004-25,英语,T004,S-T004-023,90,期末
2024-2025,春,CT004-25,英语,T004,S-T004-024,36,期末
2024-2025,春,CT004-25,英语,T004,S-T004-025,96,期末
2024-2025,春,CT004-25,英语,T004,S-T004-026,44,期末
2024-2025,春,CT004-25,英语,T004,S-T004-027,84,期末
2024-2025,春,CT004-25,英语,T004,S-T004-028,86,期末
2024-2025,春,CT004-25,英语,T004,S-T004-029,56,期末
2024-2025,春,CT004-25,英语,T004,S-T004-030,98,期末
2024-2025,春,CT004-25,英语,T004,S-T004-031,76,期末
2024-2025,春,CT004-25,英语,T004,S-T004-032,90,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-000,47,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-001,52,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-002,57,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-003,65,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-004,77,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-005,92,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-006,87,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-007,74,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-008,58,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-009,61,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-010,85,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-011,75,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-012,65,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-013,61,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-014,66,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-015,50,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-016,69,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-017,78,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-018,45,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-019,68,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-020,90,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-021,60,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-022,30,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-023,69,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-024,98,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-025,67,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-026,75,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-027,63,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-028,100,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-029,89,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-030,91,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-031,61,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-032,96,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-033,69,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-034,60,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-035,75,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-036,71,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-037,65,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-038,83,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-039,93,期末
2024-2025,秋,CT004-25,英语,T004,S-T004-040,92,期末
2025-2026,春,CT004-26,英语,T004,S-T004-000,84,期末
2025-2026,春,CT004-26,英语,T004,S-T004-001,31,期末
2025-2026,春,CT004-26,英语,T004,S-T004-002,83,期末
2025-2026,春,CT004-26,英语,T004,S-T004-003,61,期末
2025-2026,春,CT004-26,英语,T004,S-T004-004,64,期末
2025-2026,春,CT004-26,英语,T004,S-T004-005,100,期末
2025-2026,春,CT004-26,英语,T004,S-T004-006,97,期末
2025-2026,春,CT004-26,英语,T004,S-T004-007,81,期末
2025-2026,春,CT004-26,英语,T004,S-T004-008,82,期末
2025-2026,春,CT004-26,英语,T004,S-T004-009,71,期末
2025-2026,春,CT004-26,英语,T004,S-T004-010,51,期末
2025-2026,春,CT004-26,英语,T004,S-T004-011,90,期末
2025-2026,春,CT004-26,英语,T004,S-T004-012,68,期末
2025-2026,春,CT004-26,英语,T004,S-T004-013,89,期末
2025-2026,春,CT004-26,英语,T004,S-T004-014,72,期末
2025-2026,春,CT004-26,英语,T004,S-T004-015,72,期末
2025-2026,春,CT004-26,英语,T004,S-T004-016,40,期末
2025-2026,春,CT004-26,英语,T004,S-T004-017,46,期末
2025-2026,春,CT004-26,英语,T004,S-T004-018,94,期末
2025-2026,春,CT004-26,英语,T004,S-T004-019,62,期末
2025-2026,春,CT004-26,英语,T004,S-T004-020,72,期末
2025-2026,春,CT004-26,英语,T004,S-T004-021,63,期末
2025-2026,春,CT004-26,英语,T004,S-T004-022,40,期末
2025-2026,春,CT004-26,英语,T004,S-T004-023,83,期末
2025-2026,春,CT004-26,英语,T004,S-T004-024,85,期末
2025-2026,春,CT004-26,英语,T004,S-T004-025,84,期末
2025-2026,春,CT004-26,英语,T004,S-T004-026,71,期末
2025-2026,春,CT004-26,英语,T004,S-T004-027,91,期末
2025-2026,春,CT004-26,英语,T004,S-T004-028,93,期末
2025-2026,春,CT004-26,英语,T004,S-T004-029,65,期末
2025-2026,春,CT004-26,英语,T004,S-T004-030,65,期末
2025-2026,春,CT004-26,英语,T004,S-T004-031,71,期末
2025-2026,春,CT004-26,英语,T004,S-T004-032,80,期末
2025-2026,春,CT004-26,英语,T004,S-T004-033,80,期末
2025-2026,春,CT004-26,英语,T004,S-T004-034,79,期末
2025-2026,春,CT004-26,英语,T004,S-T004-035,87,期末
2025-2026,春,CT004-26,英语,T004,S-T004-036,88,期末
2025-2026,春,CT004-26,英语,T004,S-T004-037,62,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-000,82,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-001,87,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-002,63,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-003,100,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-004,92,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-005,70,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-006,34,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-007,51,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-008,62,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-009,75,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-010,83,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-011,96,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-012,69,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-013,83,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-014,64,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-015,93,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-016,80,期末
2025-2026,秋,CT004-26,英语,T004,S-T004-017,75,期末
